image,truth,identity
155578.jpg,True,1218
155971.jpg,True,8909
156018.jpg,True,3147
156174.jpg,True,3499
156209.jpg,True,5001
156290.jpg,True,5250
156395.jpg,True,1145
156551.jpg,True,2577
156663.jpg,True,8274
157232.jpg,True,8314
157446.jpg,True,8314
157470.jpg,True,7696
157533.jpg,True,10162
157754.jpg,True,3575
157763.jpg,True,3147
158026.jpg,True,6458
158084.jpg,True,5300
158113.jpg,True,3499
158299.jpg,True,964
158399.jpg,True,3147
158448.jpg,True,9661
158470.jpg,True,3783
158493.jpg,True,5001
158615.jpg,True,565
158625.jpg,True,19
158846.jpg,True,9590
159022.jpg,True,9897
159077.jpg,True,1907
159123.jpg,True,8969
159172.jpg,True,8314
159310.jpg,True,1907
159412.jpg,True,3142
159574.jpg,True,3142
159675.jpg,True,4625
159893.jpg,True,2156
160104.jpg,True,1339
160615.jpg,True,2615
160631.jpg,True,9897
160898.jpg,True,9897
160933.jpg,True,1339
161092.jpg,True,2687
161285.jpg,True,19
161318.jpg,True,3575
161551.jpg,True,1218
161577.jpg,True,5421
161653.jpg,True,5250
161811.jpg,True,19
162014.jpg,True,667
162090.jpg,True,8274
162165.jpg,True,3511
162493.jpg,True,9897
162497.jpg,True,283
162532.jpg,True,667
162621.jpg,True,2577
162638.jpg,True,7177
162685.jpg,True,4002
162705.jpg,True,1218
162743.jpg,True,3499
162997.jpg,True,460
163326.jpg,True,2107
163327.jpg,True,460
163546.jpg,True,1677
163620.jpg,True,2107
163996.jpg,True,1755
164157.jpg,True,1755
164529.jpg,True,1755
164543.jpg,True,460
164549.jpg,True,460
164637.jpg,True,1755
165111.jpg,True,2107
165123.jpg,True,1755
165170.jpg,True,460
165273.jpg,True,2107
165676.jpg,True,460
165818.jpg,True,1677
165934.jpg,True,4158
166142.jpg,True,4158
166382.jpg,True,1755
166651.jpg,True,460
167636.jpg,True,460
167713.jpg,True,1755
167866.jpg,True,1677
167935.jpg,True,1755
168059.jpg,True,1755
168402.jpg,True,1677
168420.jpg,True,2107
168430.jpg,True,2107
168579.jpg,True,460
168991.jpg,True,1755
169062.jpg,True,4158
169138.jpg,True,460
169347.jpg,True,2107
169441.jpg,True,460
169583.jpg,True,1755
170352.jpg,True,1755
170409.jpg,True,1755
170552.jpg,True,2107
171008.jpg,True,2107
000633.jpg,False,1145
037956.jpg,False,9590
053582.jpg,False,19
167091.jpg,False,1907
185426.jpg,False,817
015509.jpg,False,1907
121179.jpg,False,4975
122716.jpg,False,817
001504.jpg,False,2577
200662.jpg,False,4002
005213.jpg,False,5300
094060.jpg,False,3511
111707.jpg,False,1755
066322.jpg,False,9897
006265.jpg,False,667
023392.jpg,False,2577
095734.jpg,False,460
188721.jpg,False,6458
008095.jpg,False,8497
112395.jpg,False,2615
032120.jpg,False,4625
139999.jpg,False,9661
114476.jpg,False,6025
077327.jpg,False,9390
172558.jpg,False,2615
122923.jpg,False,5001
048203.jpg,False,8274
201529.jpg,False,2156
022963.jpg,False,3499
196370.jpg,False,19
144504.jpg,False,565
176671.jpg,False,2577
041722.jpg,False,9418
136823.jpg,False,19
032003.jpg,False,565
163651.jpg,False,8838
128086.jpg,False,5300
067315.jpg,False,7177
116204.jpg,False,3046
163455.jpg,False,1134
090102.jpg,False,460
138931.jpg,False,3575
181262.jpg,False,4975
132727.jpg,False,6462
143020.jpg,False,3575
082703.jpg,False,5001
184694.jpg,False,3142
198392.jpg,False,3499
083822.jpg,False,746
063409.jpg,False,2615
021630.jpg,False,4002
181337.jpg,False,9590
135000.jpg,False,9590
028728.jpg,False,2615
062914.jpg,False,4975
042399.jpg,False,689
057147.jpg,False,565
030304.jpg,False,6025
049303.jpg,False,4975
180359.jpg,False,8497
137881.jpg,False,2107
149552.jpg,False,565
154562.jpg,False,565
031115.jpg,False,4975
175028.jpg,False,8314
097515.jpg,False,7177
152406.jpg,False,4002
184993.jpg,False,3147
056739.jpg,False,1755
077450.jpg,False,6235
054784.jpg,False,2156
104209.jpg,False,5300
029350.jpg,False,1145
191898.jpg,False,689
112546.jpg,False,7177
191010.jpg,False,689
029864.jpg,False,3499
131521.jpg,False,1218
083056.jpg,False,2615
187405.jpg,False,3511
177848.jpg,False,689
074877.jpg,False,1755
009863.jpg,False,9978
000063.jpg,False,964
191342.jpg,False,98
100231.jpg,False,6458
065088.jpg,False,4975
113678.jpg,False,9390
019135.jpg,False,3511
118728.jpg,False,3511
173527.jpg,False,6235
051766.jpg,False,3142
145859.jpg,False,1677
024965.jpg,False,4625
060890.jpg,False,460
185468.jpg,False,283
161605.jpg,False,4025
126050.jpg,False,1126
023229.jpg,False,1134
132691.jpg,False,4605
